index,项目,结果,学年,学期,学位,国家,分数制,GPA
1531,MSIN@CMU,Reject,2023,Fall,Master,美国,100,89.3
1532,MSIN@CMU,Waitlist,2023,Fall,Master,美国,100,89.61
1533,MSIN@CMU,Admit,2023,Fall,Master,美国,100,94.48
1534,MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.79
1535,MSIN@CMU,Reject,2023,Fall,Master,美国,100,91.63
1536,MSIN@CMU,Reject,2023,Fall,Master,美国,4.0,3.7
1537,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.56
1538,MSIN@CMU,Admit,2023,Fall,Master,美国,4.0,3.98
1539,MSIN@CMU,Admit,2023,Fall,Master,美国,4.3,3.7
1540,MSIN@CMU,Reject,2022,Fall,Master,美国,100,90.11
1541,MSIN@CMU,Reject,2022,Fall,Master,美国,100,88.42
1542,MSIN@CMU,Reject,2022,Fall,Master,美国,100,89.28
1543,MSIS@CMU,Reject,2023,Fall,Master,美国,100,86.74
1544,MSIS@CMU,Admit,2023,Fall,Master,美国,4.0,3.8
1545,MSIS@UNC,Reject,2023,Fall,Master,美国,英制100,71.0
1546,MSIS@UNC,Reject,2023,Fall,Master,美国,4.0,3.85
1547,MSIS@UT-Austin,Reject,2023,Fall,Master,美国,4.0,3.87
1548,MSIT-IS@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
1549,MSIT-IS@CMU,Admit,2023,Fall,Master,美国,100,91.67
1550,MSIT-PE@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
1551,MSIT-PE@CMU,Admit,2023,Fall,Master,美国,100,91.67
1552,MSIT@NWU,Admit,2023,Fall,Master,美国,4.0,3.3
1553,MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.7
1554,MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.7
1555,MSMITE@CMU,Admit,2024,Fall,Master,美国,4.0,3.46
1556,MSMITE@CMU,Admit,2024,Fall,Master,美国,100,90.5
1557,MSMITE@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1558,MSMITE@CMU,Admit,2023,Fall,Master,美国,4.0,3.94
1559,MSMITE@CMU,Admit,2023,Fall,Master,美国,5.0,4.55
1560,MSMITE@CMU,Admit,2023,Fall,Master,美国,4.0,3.3
1561,MSMITE@CMU,Admit,2023,Fall,Master,美国,4.3,3.96
1562,MSML@CMU,Reject,2024,Fall,Master,美国,4.0,3.87
1563,MSML@CMU,Admit,2024,Fall,Master,美国,4.0,3.93
1564,MSML@CMU,Waitlist,2024,Fall,Master,美国,4.0,3.69
1565,MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1566,MSML@CMU,Reject,2023,Fall,Master,美国,4.3,4.09
1567,MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
1568,MSML@CMU,Admit,2023,Fall,Master,美国,4.0,3.96
1569,MSML@CMU,Admit,2023,Fall,Master,美国,5.0,4.57
1570,MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
1571,MSML@CMU,Reject,2023,Fall,Master,美国,100,94.48
1572,MSML@CMU,Reject,2023,Fall,Master,美国,100,91.63
1573,MSML@CMU,Reject,2023,Fall,Master,美国,100,88.42
1574,MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1575,MSML@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
1576,MSML@CMU,Reject,2023,Fall,Master,美国,4.0,3.97
1577,MSML@CMU,Reject,2023,Fall,Master,美国,100,87.0
1578,MSR@CMU,Reject,2024,Fall,Master,美国,100,92.0
1579,MSR@CMU,Admit,2024,Fall,Master,美国,4.3,4.05
1580,MSR@CMU,Admit,2024,Fall,Master,美国,4.0,3.77
1581,MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
1582,MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.75
1583,MSR@CMU,Reject,2023,Fall,Master,美国,4.0,3.86
1584,MSR@CMU,Admit,2023,Fall,Master,美国,4.0,4.0
1585,MSSI@JHU,Admit,2023,Fall,Master,美国,100,91.67
1586,MSSSD@Tufts,Admit,2023,Fall,Master,美国,4.0,3.69
1587,MSWE@UCI,Reject,2023,Fall,Master,美国,100,86.5
1588,MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.73
1589,MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.9
1590,MSWE@UCI,Reject,2023,Fall,Master,美国,4.0,3.85
1591,MSWE@UCI,Reject,2023,Fall,Master,美国,100,88.0
1592,MSWE@UCI,Reject,2023,Fall,Master,美国,4.3,3.41
1593,MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.87
1594,MSWE@UCI,Admit,2023,Fall,Master,美国,4.0,3.92
1595,NetSys@UCI,Admit,2024,Fall,Master,美国,100,89.1
1596,NetSys@UCI,Reject,2023,Fall,Master,美国,4.0,3.37
1597,NetSys@UCI,Admit,2023,Fall,Master,美国,4.0,3.83
1598,NetSys@UCI,Admit,2023,Fall,Master,美国,其他,27.89
1599,NetSys@UCI,Admit,2023,Fall,Master,美国,4.0,3.92
1600,Pre-Doctoral MSCS@UChicago,Reject,2023,Fall,Master,美国,4.0,3.8
1601,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.75
1602,ScM CS@Brown,Reject,2024,Fall,Master,美国,4.0,3.96
1603,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,93.5
1604,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,94.25
1605,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.3,4.05
1606,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,92.0
1607,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.94
1608,ScM CS@Brown,Reject,2024,Fall,Master,美国,4.3,3.7
1609,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,91.82
1610,ScM CS@Brown,Reject,2024,Fall,Master,美国,100,91.08
1611,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.97
1612,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.89
1613,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.95
1614,ScM CS@Brown,Reject,2024,Fall,Master,美国,100,90.6
1615,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,90.5
1616,ScM CS@Brown,Admit,2024,Fall,Master,美国,100,91.11
1617,ScM CS@Brown,Admit,2024,Fall,Master,美国,4.0,3.82
1618,ScM CS@Brown,Reject,2024,Fall,Master,美国,4.3,3.7
1619,ScM CS@Brown,Reject,2023,Fall,Master,美国,5.0,4.55
1620,ScM CS@Brown,Admit,2023,Fall,Master,美国,100,94.48
1621,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.3,3.94
1622,ScM CS@Brown,Admit,2023,Fall,Master,美国,100,90.3
1623,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.3,4.1
1624,ScM CS@Brown,Reject,2023,Fall,Master,美国,100,87.5
1625,ScM CS@Brown,Reject,2023,Fall,Master,美国,100,86.5
1626,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.75
1627,ScM CS@Brown,Reject,2023,Fall,Master,美国,100,91.61
1628,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.76
1629,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.92
1630,ScM CS@Brown,Reject,2023,Fall,Master,美国,100,86.74
1631,ScM CS@Brown,Admit,2023,Fall,Master,美国,4.0,3.9
1632,ScM CS@Brown,Admit,2022,Fall,Master,美国,100,88.42
1634,SESV@CMU,Admit,2024,Fall,Master,美国,100,93.5
1635,SESV@CMU,Reject,2024,Fall,Master,美国,100,91.82
1636,SESV@CMU,Reject,2024,Fall,Master,美国,5.0,4.33
1637,SESV@CMU,Reject,2024,Fall,Master,美国,100,90.6
1638,SESV@CMU,Reject,2024,Fall,Master,美国,4.0,3.21
1639,SESV@CMU,Admit,2024,Fall,Master,美国,4.0,3.94
1640,SESV@CMU,Reject,2023,Fall,Master,美国,5.0,4.43
1641,SESV@CMU,Reject,2023,Fall,Master,美国,100,92.3
1642,SESV@CMU,Reject,2023,Fall,Master,美国,100,90.9
1643,SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.48
1644,SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.75
1645,SESV@CMU,Reject,2023,Fall,Master,美国,5.0,4.41
1646,SESV@CMU,Reject,2023,Fall,Master,美国,4.0,3.74
1647,SESV@CMU,Reject,2023,Fall,Master,美国,100,86.5
1648,SESV@CMU,Admit,2023,Fall,Master,美国,4.0,3.94
1649,SESV@CMU,Reject,2022,Fall,Master,美国,100,90.11
1650,SESV@CMU,Reject,2022,Fall,Master,美国,100,88.42
1651,SYDE@Waterloo,Admit,2023,Fall,Master,加拿大,4.0,3.37
1652,SYDE@Waterloo,Admit,2023,Fall,Master,加拿大,100,87.6
1653,SYDE@Waterloo,Admit,2023,Fall,Master,加拿大,4.0,3.3
1654,Visual Computing@SFU,Admit,2024,Fall,Master,加拿大,4.0,3.6
1655,Visual Computing@SFU,Admit,2024,Fall,Master,加拿大,4.0,3.21
